id,title,company,location,salary_min,salary_max,posted_date,avg_salary,is_remote,industry,experience_level,job_type,remote_allowed,city,state,country,key_skills
job_20260419_0,Cloud Architect,AI Innovations,"Toronto, ON, Canada",97406,117876,2026-03-21,107641.0,1,Finance,Mid Level,Part-Time,Yes,Toronto,ON,Canada,"Terraform, Azure, AWS"
job_20260419_1,Analytics Engineer,CloudNet,"Toronto, ON, Canada",65502,106850,2026-04-04,86176.0,0,Energy,Mid Level,Part-Time,No,Toronto,ON,Canada,"Power BI, Looker, Kubernetes"
job_20260419_2,Cloud Architect,HealthPlus,"Chicago, IL, USA",120109,158251,2026-04-18,139180.0,0,Technology,Entry Level,Contract,No,Chicago,IL,USA,"Terraform, CI/CD, AWS"
job_20260419_3,Machine Learning Engineer,AI Innovations,"Austin, TX, USA",127330,173015,2026-04-03,150172.5,1,Healthcare,Entry Level,Full-Time,Yes,Austin,TX,USA,"Docker, Airflow, AWS"
job_20260419_4,Cloud Architect,FinTech Solutions,"Sydney, NSW, Australia",155773,204305,2026-04-17,180039.0,0,Energy,Senior,Full-Time,No,Sydney,NSW,Australia,"AWS, Azure, CI/CD"
job_20260419_5,Cloud Architect,HealthPlus,"Munich, BY, Germany",79334,107353,2026-04-17,93343.5,1,Retail,Entry Level,Full-Time,Yes,Munich,BY,Germany,"AWS, Azure, CI/CD"
job_20260419_6,DevOps Engineer,TechCorp,"Berlin, BE, Germany",149693,193864,2026-04-12,171778.5,1,Technology,Senior,Full-Time,Yes,Berlin,BE,Germany,"Docker, Airflow, AWS"
job_20260419_7,Data Engineer,GlobalBank,"Remote, Remote, Remote",163652,207978,2026-03-25,185815.0,1,Retail,Executive,Full-Time,Yes,Remote,Remote,Worldwide,"Snowflake, Airflow, Tableau"
job_20260419_8,Cloud Architect,GlobalBank,"Toronto, ON, Canada",84086,128707,2026-04-06,106396.5,0,Finance,Mid Level,Contract,No,Toronto,ON,Canada,"Terraform, Azure, CI/CD"
job_20260419_9,Machine Learning Engineer,CloudNet,"Toronto, ON, Canada",141285,191077,2026-04-05,166181.0,0,Retail,Mid Level,Contract,No,Toronto,ON,Canada,"Docker, Kubernetes, AWS"
job_20260419_10,Cloud Architect,AI Innovations,"Manchester, ENG, UK",95001,132423,2026-03-20,113712.0,1,Energy,Mid Level,Full-Time,Yes,Manchester,ENG,UK,"Terraform, AWS, CI/CD"
job_20260419_11,Cloud Architect,TechCorp,"Austin, TX, USA",195446,236742,2026-04-17,216094.0,0,Energy,Executive,Contract,No,Austin,TX,USA,"Terraform, CI/CD, AWS"
job_20260419_12,Data Scientist,FinTech Solutions,"Munich, BY, Germany",146051,166575,2026-03-23,156313.0,1,Technology,Mid Level,Part-Time,Yes,Munich,BY,Germany,"Machine Learning, Databricks, SQL"
job_20260419_13,Software Engineer,CloudNet,"Austin, TX, USA",186643,225241,2026-03-29,205942.0,1,Technology,Senior,Part-Time,Yes,Austin,TX,USA,"Docker, Airflow, Kubernetes"
job_20260419_14,Software Engineer,EcoEnergy,"Toronto, ON, Canada",103395,124428,2026-04-06,113911.5,0,Technology,Entry Level,Part-Time,No,Toronto,ON,Canada,"Docker, Airflow, AWS"
job_20260419_15,Data Engineer,DataSystems,"New York, NY, USA",145124,192377,2026-04-10,168750.5,1,Retail,Executive,Contract,Yes,New York,NY,USA,"Python, Airflow, Kubernetes"
job_20260419_16,DevOps Engineer,FinTech Solutions,"Chicago, IL, USA",143212,172798,2026-03-30,158005.0,0,Technology,Senior,Contract,No,Chicago,IL,USA,"Airflow, Kubernetes, AWS"
job_20260419_17,Machine Learning Engineer,FinTech Solutions,"Munich, BY, Germany",111023,144156,2026-03-23,127589.5,1,Technology,Senior,Part-Time,Yes,Munich,BY,Germany,"Docker, Airflow, AWS"
job_20260419_18,Analytics Engineer,GlobalBank,"Austin, TX, USA",112124,153111,2026-03-31,132617.5,1,Energy,Entry Level,Full-Time,Yes,Austin,TX,USA,"Airflow, Docker, Excel"
job_20260419_19,Software Engineer,TechCorp,"San Francisco, CA, USA",182719,225196,2026-03-24,203957.5,1,Healthcare,Executive,Contract,Yes,San Francisco,CA,USA,"Docker, Airflow, AWS"
job_20260419_20,Software Engineer,GlobalBank,"Remote, Remote, Remote",83596,127910,2026-03-31,105753.0,1,Retail,Mid Level,Part-Time,Yes,Remote,Remote,Worldwide,"Docker, Airflow, Kubernetes"
job_20260419_21,DevOps Engineer,AI Innovations,"Toronto, ON, Canada",96339,143038,2026-04-06,119688.5,1,Technology,Entry Level,Part-Time,Yes,Toronto,ON,Canada,"Airflow, Kubernetes, AWS"
job_20260419_22,Data Scientist,GlobalBank,"Austin, TX, USA",197265,227576,2026-04-04,212420.5,0,Finance,Executive,Full-Time,No,Austin,TX,USA,"Machine Learning, Snowflake, SQL"
job_20260419_23,Data Engineer,HealthPlus,"New York, NY, USA",104541,154253,2026-04-12,129397.0,1,Healthcare,Mid Level,Contract,Yes,New York,NY,USA,"Snowflake, Python, AWS"
job_20260419_24,Data Engineer,HealthPlus,"New York, NY, USA",199225,242165,2026-03-31,220695.0,0,Finance,Executive,Part-Time,No,New York,NY,USA,"Docker, SQL, AWS"
job_20260419_25,Software Engineer,FinTech Solutions,"Remote, Remote, Remote",193461,240925,2026-04-17,217193.0,1,Healthcare,Executive,Part-Time,Yes,Remote,Remote,Worldwide,"Docker, Kubernetes, AWS"
job_20260419_26,Software Engineer,AI Innovations,"Remote, Remote, Remote",131208,166783,2026-04-10,148995.5,1,Energy,Mid Level,Full-Time,Yes,Remote,Remote,Worldwide,"Docker, Kubernetes, AWS"
job_20260419_27,Data Scientist,FinTech Solutions,"New York, NY, USA",94806,143768,2026-03-23,119287.0,1,Retail,Mid Level,Part-Time,Yes,New York,NY,USA,"Databricks, Pandas, Python"
job_20260419_28,Cloud Architect,FinTech Solutions,"Berlin, BE, Germany",157764,199024,2026-03-23,178394.0,0,Energy,Executive,Part-Time,No,Berlin,BE,Germany,"Terraform, Azure, CI/CD"
job_20260419_29,Machine Learning Engineer,FinTech Solutions,"Manchester, ENG, UK",93793,135114,2026-03-26,114453.5,1,Energy,Entry Level,Contract,Yes,Manchester,ENG,UK,"Airflow, Kubernetes, AWS"
job_20260419_30,Data Engineer,TechCorp,"Chicago, IL, USA",145418,186364,2026-03-23,165891.0,0,Energy,Mid Level,Contract,No,Chicago,IL,USA,"Python, SQL, Tableau"
job_20260419_31,Data Engineer,GlobalBank,"London, ENG, UK",149346,181745,2026-04-07,165545.5,0,Energy,Mid Level,Part-Time,No,London,ENG,UK,"Snowflake, Docker, SQL"
job_20260419_32,Cloud Architect,EcoEnergy,"Austin, TX, USA",85217,113962,2026-03-26,99589.5,1,Retail,Entry Level,Contract,Yes,Austin,TX,USA,"CI/CD, Azure, AWS"
job_20260419_33,Software Engineer,DataSystems,"New York, NY, USA",83811,120143,2026-04-07,101977.0,0,Energy,Mid Level,Part-Time,No,New York,NY,USA,"Docker, Airflow, Kubernetes"
job_20260419_34,Data Scientist,HealthPlus,"Toronto, ON, Canada",130548,151249,2026-04-02,140898.5,1,Healthcare,Mid Level,Contract,Yes,Toronto,ON,Canada,"Machine Learning, Pandas, TensorFlow"
job_20260419_35,Data Scientist,DataSystems,"Sydney, NSW, Australia",180343,202312,2026-04-13,191327.5,0,Energy,Senior,Part-Time,No,Sydney,NSW,Australia,"Snowflake, Python, SQL"
job_20260419_36,Software Engineer,EcoEnergy,"Remote, Remote, Remote",177935,207796,2026-04-06,192865.5,1,Technology,Executive,Full-Time,Yes,Remote,Remote,Worldwide,"Docker, Airflow, Kubernetes"
job_20260419_37,Data Scientist,AI Innovations,"Sydney, NSW, Australia",72339,93845,2026-04-06,83092.0,1,Technology,Mid Level,Full-Time,Yes,Sydney,NSW,Australia,"SQL, Tableau, TensorFlow"
job_20260419_38,DevOps Engineer,TechCorp,"New York, NY, USA",79184,125165,2026-04-19,102174.5,0,Retail,Mid Level,Part-Time,No,New York,NY,USA,"Docker, Airflow, AWS"
job_20260419_39,Software Engineer,TechCorp,"Austin, TX, USA",79880,125754,2026-03-25,102817.0,0,Retail,Entry Level,Contract,No,Austin,TX,USA,"Docker, Airflow, AWS"
job_20260419_40,Machine Learning Engineer,GlobalBank,"Sydney, NSW, Australia",161779,187543,2026-03-20,174661.0,0,Finance,Senior,Contract,No,Sydney,NSW,Australia,"Airflow, Kubernetes, AWS"
job_20260419_41,Data Scientist,DataSystems,"Remote, Remote, Remote",192249,239046,2026-04-16,215647.5,1,Energy,Executive,Contract,Yes,Remote,Remote,Worldwide,"Machine Learning, Databricks, SQL"
job_20260419_42,Analytics Engineer,TechCorp,"Chicago, IL, USA",161964,189152,2026-04-06,175558.0,0,Retail,Executive,Full-Time,No,Chicago,IL,USA,"Excel, SQL, Kubernetes"
job_20260419_43,Cloud Architect,TechCorp,"London, ENG, UK",139289,181337,2026-04-09,160313.0,0,Healthcare,Senior,Part-Time,No,London,ENG,UK,"AWS, Azure, CI/CD"
job_20260419_44,Data Scientist,HealthPlus,"Austin, TX, USA",105308,151228,2026-04-11,128268.0,0,Retail,Entry Level,Part-Time,No,Austin,TX,USA,"Tableau, SQL, TensorFlow"
job_20260419_45,Analytics Engineer,AI Innovations,"Chicago, IL, USA",113473,143697,2026-04-19,128585.0,0,Finance,Senior,Contract,No,Chicago,IL,USA,"Power BI, SQL, Kubernetes"
job_20260419_46,Data Engineer,EcoEnergy,"Chicago, IL, USA",166930,199600,2026-03-22,183265.0,0,Retail,Executive,Full-Time,No,Chicago,IL,USA,"Docker, SQL, Kubernetes"
job_20260419_47,Analytics Engineer,GlobalBank,"Sydney, NSW, Australia",103899,143782,2026-03-21,123840.5,1,Energy,Mid Level,Full-Time,Yes,Sydney,NSW,Australia,"Power BI, Looker, Excel"
job_20260419_48,Data Scientist,FinTech Solutions,"Chicago, IL, USA",169254,219203,2026-04-03,194228.5,0,Retail,Senior,Part-Time,No,Chicago,IL,USA,"Machine Learning, Databricks, Pandas"
job_20260419_49,DevOps Engineer,GlobalBank,"Remote, Remote, Remote",128659,156232,2026-03-28,142445.5,1,Technology,Senior,Part-Time,Yes,Remote,Remote,Worldwide,"Docker, Kubernetes, AWS"
job_20260419_50,Data Engineer,DataSystems,"Toronto, ON, Canada",84388,129477,2026-04-11,106932.5,0,Technology,Entry Level,Part-Time,No,Toronto,ON,Canada,"Docker, Kubernetes, AWS"
job_20260419_51,Machine Learning Engineer,HealthPlus,"New York, NY, USA",163262,205637,2026-04-19,184449.5,0,Technology,Senior,Contract,No,New York,NY,USA,"Docker, Kubernetes, AWS"
job_20260419_52,Analytics Engineer,DataSystems,"Berlin, BE, Germany",144503,180376,2026-03-24,162439.5,0,Finance,Entry Level,Full-Time,No,Berlin,BE,Germany,"Power BI, Excel, AWS"
job_20260419_53,DevOps Engineer,FinTech Solutions,"Manchester, ENG, UK",73201,108777,2026-04-11,90989.0,0,Energy,Mid Level,Part-Time,No,Manchester,ENG,UK,"Airflow, Kubernetes, AWS"
job_20260419_54,Analytics Engineer,FinTech Solutions,"Remote, Remote, Remote",122187,165030,2026-04-04,143608.5,1,Healthcare,Mid Level,Part-Time,Yes,Remote,Remote,Worldwide,"Docker, Airflow, AWS"
job_20260419_55,Analytics Engineer,CloudNet,"Chicago, IL, USA",169584,199604,2026-04-01,184594.0,0,Retail,Executive,Full-Time,No,Chicago,IL,USA,"Power BI, Looker, Airflow"
job_20260419_56,Software Engineer,HealthPlus,"Sydney, NSW, Australia",99605,120075,2026-03-23,109840.0,1,Technology,Mid Level,Full-Time,Yes,Sydney,NSW,Australia,"Docker, Airflow, Kubernetes"
job_20260419_57,Machine Learning Engineer,TechCorp,"Munich, BY, Germany",183109,207966,2026-04-16,195537.5,0,Technology,Senior,Part-Time,No,Munich,BY,Germany,"Airflow, Kubernetes, AWS"
job_20260419_58,Analytics Engineer,CloudNet,"New York, NY, USA",101739,150941,2026-04-05,126340.0,0,Technology,Entry Level,Contract,No,New York,NY,USA,"Airflow, Excel, AWS"
job_20260419_59,Software Engineer,CloudNet,"Austin, TX, USA",144519,189818,2026-03-20,167168.5,1,Retail,Entry Level,Full-Time,Yes,Austin,TX,USA,"Docker, Airflow, Kubernetes"
job_20260419_60,Machine Learning Engineer,CloudNet,"Chicago, IL, USA",138753,174305,2026-03-20,156529.0,1,Retail,Senior,Full-Time,Yes,Chicago,IL,USA,"Docker, Airflow, Kubernetes"
job_20260419_61,Cloud Architect,AI Innovations,"Remote, Remote, Remote",113720,148722,2026-03-21,131221.0,1,Energy,Entry Level,Part-Time,Yes,Remote,Remote,Worldwide,"Terraform, AWS, CI/CD"
job_20260419_62,Data Scientist,GlobalBank,"Munich, BY, Germany",111863,134332,2026-03-29,123097.5,0,Healthcare,Mid Level,Part-Time,No,Munich,BY,Germany,"Machine Learning, SQL, TensorFlow"
job_20260419_63,Software Engineer,EcoEnergy,"Toronto, ON, Canada",155972,182395,2026-04-07,169183.5,0,Energy,Senior,Full-Time,No,Toronto,ON,Canada,"Docker, Airflow, Kubernetes"
job_20260419_64,DevOps Engineer,EcoEnergy,"Chicago, IL, USA",68468,107091,2026-03-29,87779.5,1,Energy,Mid Level,Full-Time,Yes,Chicago,IL,USA,"Docker, Kubernetes, AWS"
job_20260419_65,Data Scientist,HealthPlus,"Toronto, ON, Canada",74627,123005,2026-04-12,98816.0,0,Finance,Mid Level,Part-Time,No,Toronto,ON,Canada,"Tableau, Pandas, SQL"
job_20260419_66,Data Scientist,GlobalBank,"Manchester, ENG, UK",202820,247630,2026-04-04,225225.0,0,Finance,Executive,Contract,No,Manchester,ENG,UK,"Snowflake, SQL, Tableau"
job_20260419_67,Analytics Engineer,GlobalBank,"London, ENG, UK",153996,202829,2026-04-14,178412.5,1,Technology,Executive,Part-Time,Yes,London,ENG,UK,"Docker, Excel, AWS"
job_20260419_68,Data Scientist,AI Innovations,"New York, NY, USA",141966,166442,2026-03-27,154204.0,0,Finance,Senior,Part-Time,No,New York,NY,USA,"Machine Learning, Pandas, TensorFlow"
job_20260419_69,Software Engineer,HealthPlus,"Toronto, ON, Canada",108449,128759,2026-03-20,118604.0,1,Healthcare,Entry Level,Part-Time,Yes,Toronto,ON,Canada,"Docker, Airflow, Kubernetes"
job_20260419_70,Data Engineer,CloudNet,"Sydney, NSW, Australia",177915,203216,2026-04-02,190565.5,1,Finance,Executive,Contract,Yes,Sydney,NSW,Australia,"Tableau, Kubernetes, AWS"
job_20260419_71,Machine Learning Engineer,TechCorp,"New York, NY, USA",175053,201872,2026-03-26,188462.5,0,Healthcare,Executive,Contract,No,New York,NY,USA,"Airflow, Kubernetes, AWS"
job_20260419_72,Cloud Architect,TechCorp,"San Francisco, CA, USA",148786,192887,2026-03-25,170836.5,1,Finance,Senior,Part-Time,Yes,San Francisco,CA,USA,"Terraform, AWS, CI/CD"
job_20260419_73,Analytics Engineer,FinTech Solutions,"London, ENG, UK",141936,171154,2026-04-02,156545.0,0,Retail,Entry Level,Full-Time,No,London,ENG,UK,"Airflow, Excel, Kubernetes"
job_20260419_74,Analytics Engineer,GlobalBank,"Berlin, BE, Germany",168344,215532,2026-04-10,191938.0,0,Energy,Senior,Contract,No,Berlin,BE,Germany,"Looker, Airflow, Excel"
job_20260419_75,Data Scientist,GlobalBank,"New York, NY, USA",197462,238334,2026-03-23,217898.0,0,Technology,Executive,Part-Time,No,New York,NY,USA,"Databricks, SQL, TensorFlow"
job_20260419_76,Software Engineer,HealthPlus,"Chicago, IL, USA",141727,167473,2026-03-22,154600.0,1,Technology,Mid Level,Full-Time,Yes,Chicago,IL,USA,"Docker, Airflow, AWS"
job_20260419_77,Cloud Architect,DataSystems,"Chicago, IL, USA",141803,181976,2026-03-25,161889.5,0,Retail,Mid Level,Part-Time,No,Chicago,IL,USA,"Terraform, Azure, AWS"
job_20260419_78,Analytics Engineer,FinTech Solutions,"New York, NY, USA",151792,177385,2026-03-31,164588.5,0,Technology,Executive,Full-Time,No,New York,NY,USA,"Power BI, Looker, Kubernetes"
job_20260419_79,Data Scientist,AI Innovations,"Austin, TX, USA",106277,150080,2026-03-20,128178.5,1,Energy,Senior,Full-Time,Yes,Austin,TX,USA,"Python, Pandas, SQL"
job_20260419_80,Software Engineer,AI Innovations,"Remote, Remote, Remote",183148,228959,2026-04-16,206053.5,1,Healthcare,Executive,Contract,Yes,Remote,Remote,Worldwide,"Docker, Airflow, Kubernetes"
job_20260419_81,Cloud Architect,HealthPlus,"San Francisco, CA, USA",124842,150338,2026-04-10,137590.0,0,Retail,Mid Level,Full-Time,No,San Francisco,CA,USA,"Terraform, Azure, AWS"
job_20260419_82,DevOps Engineer,DataSystems,"Austin, TX, USA",75913,109045,2026-04-07,92479.0,1,Finance,Entry Level,Contract,Yes,Austin,TX,USA,"Docker, Airflow, AWS"
job_20260419_83,Analytics Engineer,CloudNet,"Berlin, BE, Germany",215368,245812,2026-03-26,230590.0,1,Healthcare,Executive,Full-Time,Yes,Berlin,BE,Germany,"Power BI, SQL, Airflow"
job_20260419_84,Data Scientist,GlobalBank,"Toronto, ON, Canada",210649,246478,2026-04-11,228563.5,0,Retail,Executive,Contract,No,Toronto,ON,Canada,"Machine Learning, Snowflake, Tableau"
job_20260419_85,Data Scientist,DataSystems,"New York, NY, USA",82657,118281,2026-04-02,100469.0,1,Retail,Mid Level,Full-Time,Yes,New York,NY,USA,"Tableau, SQL, TensorFlow"
job_20260419_86,Analytics Engineer,HealthPlus,"Sydney, NSW, Australia",140920,180736,2026-03-25,160828.0,0,Healthcare,Senior,Part-Time,No,Sydney,NSW,Australia,"Power BI, Kubernetes, AWS"
job_20260419_87,Data Scientist,TechCorp,"Sydney, NSW, Australia",79677,124816,2026-04-17,102246.5,1,Healthcare,Entry Level,Contract,Yes,Sydney,NSW,Australia,"Machine Learning, Databricks, Python"
job_20260419_88,Cloud Architect,EcoEnergy,"Munich, BY, Germany",113116,144810,2026-04-08,128963.0,0,Finance,Entry Level,Part-Time,No,Munich,BY,Germany,"Terraform, Azure, AWS"
job_20260419_89,Cloud Architect,GlobalBank,"Manchester, ENG, UK",109024,148952,2026-03-22,128988.0,1,Retail,Entry Level,Contract,Yes,Manchester,ENG,UK,"Terraform, Azure, CI/CD"
job_20260419_90,DevOps Engineer,HealthPlus,"London, ENG, UK",89406,121873,2026-04-13,105639.5,0,Energy,Mid Level,Contract,No,London,ENG,UK,"Docker, Airflow, Kubernetes"
job_20260419_91,Data Engineer,CloudNet,"Chicago, IL, USA",94048,120402,2026-03-26,107225.0,1,Healthcare,Entry Level,Contract,Yes,Chicago,IL,USA,"Snowflake, SQL, Kubernetes"
job_20260419_92,DevOps Engineer,GlobalBank,"New York, NY, USA",141146,190011,2026-04-01,165578.5,0,Healthcare,Executive,Full-Time,No,New York,NY,USA,"Docker, Kubernetes, AWS"
job_20260419_93,DevOps Engineer,CloudNet,"London, ENG, UK",102639,136317,2026-03-25,119478.0,1,Technology,Entry Level,Contract,Yes,London,ENG,UK,"Docker, Airflow, AWS"
job_20260419_94,Data Engineer,GlobalBank,"New York, NY, USA",98521,127406,2026-03-24,112963.5,0,Healthcare,Mid Level,Contract,No,New York,NY,USA,"Snowflake, Tableau, Kubernetes"
job_20260419_95,Cloud Architect,FinTech Solutions,"Berlin, BE, Germany",118474,161317,2026-04-05,139895.5,1,Technology,Mid Level,Contract,Yes,Berlin,BE,Germany,"CI/CD, Azure, AWS"
job_20260419_96,Data Engineer,EcoEnergy,"Remote, Remote, Remote",212631,255256,2026-04-02,233943.5,1,Finance,Executive,Contract,Yes,Remote,Remote,Worldwide,"Docker, Tableau, Kubernetes"
job_20260419_97,Software Engineer,CloudNet,"Toronto, ON, Canada",177269,216898,2026-04-17,197083.5,1,Energy,Senior,Full-Time,Yes,Toronto,ON,Canada,"Docker, Kubernetes, AWS"
job_20260419_98,DevOps Engineer,CloudNet,"New York, NY, USA",95044,122296,2026-03-29,108670.0,1,Energy,Entry Level,Full-Time,Yes,New York,NY,USA,"Airflow, Kubernetes, AWS"
job_20260419_99,Machine Learning Engineer,TechCorp,"Manchester, ENG, UK",168071,198638,2026-04-17,183354.5,1,Finance,Senior,Part-Time,Yes,Manchester,ENG,UK,"Docker, Kubernetes, AWS"
job_20260419_100,Cloud Architect,CloudNet,"Toronto, ON, Canada",136589,161750,2026-03-30,149169.5,1,Energy,Senior,Part-Time,Yes,Toronto,ON,Canada,"CI/CD, Azure, AWS"
job_20260419_101,Data Scientist,DataSystems,"Sydney, NSW, Australia",141595,172739,2026-04-04,157167.0,1,Technology,Entry Level,Part-Time,Yes,Sydney,NSW,Australia,"Databricks, Python, SQL"
job_20260419_102,Machine Learning Engineer,CloudNet,"Munich, BY, Germany",66292,101590,2026-03-28,83941.0,0,Technology,Entry Level,Part-Time,No,Munich,BY,Germany,"Docker, Airflow, Kubernetes"
job_20260419_103,Analytics Engineer,GlobalBank,"New York, NY, USA",147016,193448,2026-03-30,170232.0,1,Finance,Executive,Contract,Yes,New York,NY,USA,"SQL, Excel, AWS"
job_20260419_104,Cloud Architect,GlobalBank,"Manchester, ENG, UK",89724,138739,2026-04-12,114231.5,0,Healthcare,Mid Level,Part-Time,No,Manchester,ENG,UK,"Terraform, Azure, AWS"
job_20260419_105,Analytics Engineer,TechCorp,"Manchester, ENG, UK",140697,173355,2026-04-11,157026.0,0,Energy,Senior,Part-Time,No,Manchester,ENG,UK,"Looker, Kubernetes, AWS"
job_20260419_106,Machine Learning Engineer,CloudNet,"London, ENG, UK",143283,176103,2026-03-20,159693.0,1,Technology,Executive,Part-Time,Yes,London,ENG,UK,"Docker, Airflow, Kubernetes"
